Reactions	Percentage
R779: NH2+NH=H+N2H2	-0.0013830890914859999
R777: NH2+N=H+H+N2	-0.013092502326920923
R810: H2NO+H=OH+NH2	-0.09421091160544175
R786: NH3(+M)=H+NH2(+M)	-0.11695438911836946
R781: NH2+O2=OH+HNO	-0.12787168022370624
R768: NH2+HO2=OH+H2NO	-0.17570134737117565
R770: NH2+O2=O+H2NO	-0.9046234650350513
R793: NH2+NO=H2O+N2	-0.9964063840334337
R778: NH2+O=OH+NH	-5.832480954110244
R773: NH2+O=H+HNO	-7.972441678561282
R774: NH2+O=H+HNO	-18.751810398593648
R782: NH2+H=H2+NH	-29.91063007563703
R780: NH2+OH=H2O+NH	-35.101660495075635
