Reactions	Percentage
R568: C2H5+N=H2CN+CH3	-0.0010873193290996295
R462: NH+NH=N+NH2	0.0011082988568891635
R527: N+NO2=O+N2O	0.0016464105934579072
R457: N+O(+M)=NO(+M)	-0.004407120033587161
R569: CH+N=H+CN	-0.0076818186324678055
R461: NH+N=H+N2	-0.023336663929300467
R643: NCN+H=N+HNC	0.02628023151646052
R478: NH2+N=H+H+N2	-0.03943606252482987
R565: HCCO+N=CO+HCN	-0.08312858304639269
R614: NCO(+M)=CO+N(+M)	0.13170310610303643
R566: TXCH2+N=H+HCN	-0.1382248308362542
R641: NCN+H=N+HCN	0.2755469761907081
R460: NH+O=OH+N	0.6987785501280055
R567: CH3+N=H+H2CN	-3.248838544521726
R587: CN+O=N+CO	4.320253775563677
R465: NH+OH=H2O+N	10.20559129935614
R497: N+NO=O+N2	12.47653861150833
R458: NH+H=H2+N	17.869255553758393
R455: N+O2=O+NO	-20.931755699827782
R456: N+OH=H+NO	-29.514098848935234
