Reactions	Percentage
R867: C2H5+N=H2CN+CH3	-0.0011079036467219242
R777: NH2+N=H+H+N2	-0.0012177640481668827
R756: N+O(+M)=NO(+M)	-0.005003908601808541
R865: TXCH2+N=H+HCN	-0.03269283747856519
R864: HCCO+N=CO+HCN	-0.14198547812134268
R796: N+NO=O+N2	-0.14725617893061033
R866: CH3+N=H+H2CN	-0.7266309975977115
R913: NCO(+M)=CO+N(+M)	1.0937039442406806
R886: CN+O=N+CO	2.7779824974564455
R759: NH+O=OH+N	4.616135256517028
R757: NH+H=H2+N	17.014803953815434
R755: N+OH=H+NO	-17.559603206107564
R764: NH+OH=H2O+N	20.094092809437964
R754: N+O2=O+NO	-35.78584598525968
