Reactions	Percentage
R808: H2NO+NH2=NH3+HNO	0.0013731322869133683
R804: NH2+HNO=NO+NH3	-0.0017386633441695313
R814: H2NO(+M)=H+HNO(+M)	0.0018226263113004127
R932: HNCO+O2=CO2+HNO	0.0022804769874705316
R917: NCO+HNO=NO+HNCO	-0.0034295001589594865
R816: H2NO+H=H2+HNO	0.04058870026403579
R831: HONO+H=OH+HNO	0.0486225976532247
R811: H2NO+HO2=H2O2+HNO	0.08039826119182998
R781: NH2+O2=OH+HNO	0.2907940008220294
R807: HNO=NO+H	-0.31248201071816895
R815: H2NO+OH=H2O+HNO	0.6338439094550189
R812: H2NO+O=OH+HNO	1.192527659104111
R809: H2NO+O2=HO2+HNO	1.489121681970576
R797: HNO+H=H2+NO	-2.005899227797166
R766: NH+OH=H+HNO	3.1780562124748633
R798: HNO+O=OH+NO	-4.021146110564348
R773: NH2+O=H+HNO	8.385925637816996
R800: HNO+OH=H2O+NO	-10.343470297463545
R767: NH+O2=O+HNO	11.94070953866038
R774: NH2+O=H+HNO	21.315340350213383
R802: HNO+O2=HO2+NO	-34.70905218209383
