Reactions	Percentage
R854: N2H2+O=NO+NH2	0.0012514554312463818
R876: CH+NO=OH+CN	-0.0016277077967093625
R804: NH2+HNO=NO+NH3	0.0019326670007217969
R878: C2H3+NO=CH2O+HCN	-0.0027206337367683088
R905: H2CN+O2=NO+CH2O	0.003328059640097751
R917: NCO+HNO=NO+HNCO	0.0038121708888715572
R872: CH3+NO=OH+H2CN	-0.004761359277420356
R879: CH3+NO=H2O+HCN	-0.004793517873019531
R796: N+NO=O+N2	-0.008646330094609635
R874: TXCH2+NO=OH+HCN	-0.009887532304302638
R792: NH+NO=OH+N2	-0.013330199648520724
R857: N2O+O=NO+NO	0.01491908197344996
R875: CH+NO=H+NCO	-0.02663531142851251
R877: SXCH2+NO=OH+HCN	-0.03339438465881224
R921: NCO+OH=NO+CO+H	0.04324140642149729
R795: NH+NO=H+N2O	-0.05221039282376163
R871: CH+NO=O+HCN	-0.1168967352315549
R794: NH2+NO=OH+NNH	-0.16837995622604338
R793: NH2+NO=H2O+N2	0.16838062352757888
R807: HNO=NO+H	0.3473494005952388
R791: NH2+NO=H2O+N2	-0.39773306881157944
R920: NCO+NO=CO2+N2	-0.4476322761131417
R873: HCCO+NO=CO2+HCN	-0.47103961245505804
R755: N+OH=H+NO	1.0310339895612446
R884: CN+O2=CO+NO	1.5447357907049795
R754: N+O2=O+NO	2.1012105525922853
R797: HNO+H=H2+NO	2.229721617665225
R798: HNO+O=OH+NO	4.469833921000143
R765: NH+O=H+NO	6.605866136159507
R763: NH+O2=OH+NO	10.823345300873726
R800: HNO+OH=H2O+NO	11.49761613361802
R922: NCO+O2=CO2+NO	18.769232996516465
R802: HNO+O2=HO2+NO	38.581960103785775
