Reactions	Percentage
R687: CH2CHCN=HCN+C2H2	0.002245888310574422
R690: H+CHCHCN=HCN+C2H2	0.013213094983237453
R679: H+CH2CHCN=C2H3+HCN	0.014980457815409857
R582: HO2+CN=HCN+O2	0.016159378897003446
R607: H2CN+OH=H2O+HCN	0.024187256405799787
R639: CH+N2O=NO+HCN	0.04614181826482274
R579: C2H3+NO=CH2O+HCN	0.08294484864431094
R589: CH2O+CN=HCN+HCO	0.1532826418633341
R642: NCN+OH=NO+HCN	0.23840167492776224
R605: H2CN+OH=H2O+HCN	0.24027096843870144
R604: H2CN+O=OH+HCN	0.25749764918705026
R566: TXCH2+N=H+HCN	0.32292010963495416
R596: HCN(+M)=CN+H(+M)	0.5361377495473083
R603: H2CN+H=H2+HCN	0.5883183478200169
R565: HCCO+N=CO+HCN	0.9923739920687815
R673: PYRLYL=HCN+C3H3	1.0763837204265676
R575: TXCH2+NO=OH+HCN	1.085315210331912
R641: NCN+H=N+HCN	1.2897350370948473
R580: CH3+NO=H2O+HCN	1.362670085308451
R581: C2H6+CN=HCN+C2H5	1.7858290505853995
R611: C2H2+NCO=HCN+HCCO	2.3465304349528404
R653: C5H5NO=C2H2+CH2CO+HCN	2.5441958260621482
R590: CN+H2=H+HCN	3.5676357452003185
R578: SXCH2+NO=OH+HCN	3.6841107305156253
R608: H2CN=H+HCN	8.903394253980705
R660: C5H4NO2=CO+CO+C2H3+HCN	11.548759105503022
R572: CH+NO=O+HCN	16.72154446945318
R583: CH4+CN=HCN+CH3	20.259834464645113
R574: HCCO+NO=CO2+HCN	20.29438723710843
