Reactions	Percentage
R555: N2H2+O=NO+NH2	0.003110631569956363
R462: NH+NH=N+NH2	0.005614585573293179
R506: HNO+NH=NO+NH2	0.02619243088754652
R620: NCO+NH3=NH2+HNCO	0.0845367380299168
R570: CH3+NH2=CH3NH2	0.10075448184819287
R472: NH2(+M)=H+NH(+M)	0.12751947885408993
R471: NH2+O2=O+H2NO	0.2528889108077788
R511: H2NO+H=OH+NH2	0.34664659200906056
R494: NH2+NO=H2O+N2	0.4659306209974507
R591: HCN+OH=CO+NH2	0.6531895685366925
R486: NH3+O=OH+NH2	4.227177685120642
R485: NH3+H=H2+NH2	10.229335151469549
R627: HNCO+H=CO+NH2	26.07644865485299
R484: NH3+OH=NH2+H2O	57.40005527246389
