Reactions	Percentage
R811: H2NO+HO2=H2O2+HNO	0.0013419723091055158
R814: H2NO(+M)=H+HNO(+M)	0.002359122218918278
R836: NNH+NO=HNO+N2	0.003318572802748092
R816: H2NO+H=H2+HNO	0.03696546954632511
R781: NH2+O2=OH+HNO	0.04517281791402593
R809: H2NO+O2=HO2+HNO	0.0817632075324491
R812: H2NO+O=OH+HNO	0.09197042633795259
R932: HNCO+O2=CO2+HNO	0.0946124119918952
R815: H2NO+OH=H2O+HNO	0.2327107118240003
R831: HONO+H=OH+HNO	0.5882999004074057
R807: HNO=NO+H	2.210515125975104
R773: NH2+O=H+HNO	2.816398874604557
R774: NH2+O=H+HNO	6.624391852927021
R806: HNO+NO=OH+N2O	13.174496068030836
R767: NH+O2=O+HNO	27.256869948569207
R766: NH+OH=H+HNO	46.738612255594994
