Reactions	Percentage
R905: H2CN+O2=NO+CH2O	0.0017284576838548667
R941: NCN+OH=NO+HCN	0.01426569487734412
R794: NH2+NO=OH+NNH	0.017580023031909496
R791: NH2+NO=H2O+N2	0.020647441497206695
R921: NCO+OH=NO+CO+H	0.036987600481284036
R844: NNH+O=NO+NH	0.04941974190519442
R884: CN+O2=CO+NO	0.09791877100732967
R792: NH+NO=OH+N2	0.1304135997958281
R798: HNO+O=OH+NO	0.20732744244947102
R763: NH+O2=OH+NO	0.2980256522654261
R946: NCN+O=NO+CN	0.318577666059671
R806: HNO+NO=OH+N2O	0.4349626341484703
R795: NH+NO=H+N2O	0.619779769901935
R922: NCO+O2=CO2+NO	0.7235834686326064
R802: HNO+O2=HO2+NO	0.7424153790966734
R797: HNO+H=H2+NO	0.7950184448920622
R800: HNO+OH=H2O+NO	1.380033927917395
R765: NH+O=H+NO	1.5556639324268302
R755: N+OH=H+NO	5.90550163235178
R857: N2O+O=NO+NO	7.065244378278088
R754: N+O2=O+NO	38.753012986077664
R796: N+NO=O+N2	40.83090692139214
