Reactions	Percentage
R690: H+CHCHCN=HCN+C2H2	0.0016883854063480417
R679: H+CH2CHCN=C2H3+HCN	0.0019142211864848992
R582: HO2+CN=HCN+O2	0.002064865161414607
R607: H2CN+OH=H2O+HCN	0.0030906771492188742
R680: C2H3+HCN=H+CH2CHCN	-0.0054458839495282576
R639: CH+N2O=NO+HCN	0.0058960578637725055
R613: NCO+HCN=CN+HNCO	-0.006084459093963223
R579: C2H3+NO=CH2O+HCN	0.010598794011582032
R589: CH2O+CN=HCN+HCO	0.019586643091330888
R642: NCN+OH=NO+HCN	0.03046325704216955
R605: H2CN+OH=H2O+HCN	0.030702117648867284
R604: H2CN+O=OH+HCN	0.0329033639437155
R566: TXCH2+N=H+HCN	0.04126312580176267
R596: HCN(+M)=CN+H(+M)	0.0685083361071975
R603: H2CN+H=H2+HCN	0.0751760366519918
R598: HCN+O=OH+CN	-0.0833435614871283
R565: HCCO+N=CO+HCN	0.12680676010986694
R673: PYRLYL=HCN+C3H3	0.13754162575114875
R575: TXCH2+NO=OH+HCN	0.13868290243403486
R641: NCN+H=N+HCN	0.16480391743563663
R580: CH3+NO=H2O+HCN	0.1741236469290946
R581: C2H6+CN=HCN+C2H5	0.22819541606761354
R591: HCN+OH=CO+NH2	-0.28958841535302127
R611: C2H2+NCO=HCN+HCCO	0.29984252341726314
R653: C5H5NO=C2H2+CH2CO+HCN	0.32510044838582053
R590: CN+H2=H+HCN	0.4558768505791788
R578: SXCH2+NO=OH+HCN	0.47076016638523704
R608: H2CN=H+HCN	1.1376865862581444
R660: C5H4NO2=CO+CO+C2H3+HCN	1.4757145362155573
R592: HCN+OH=H+HNCO	-1.6166018093186252
R572: CH+NO=O+HCN	2.136699364504764
R583: CH4+CN=HCN+CH3	2.5888263793251483
R574: HCCO+NO=CO2+HCN	2.593241574769512
R597: HCN+OH=H2O+CN	-12.167185847122527
R593: HCN+O=CO+NH	-14.773595999002263
R595: HCN+O=H+NCO	-58.280029799721824
