DEid         	Tinlet       	StrainRate   	dZprime      	gprime       
6.000000E+00 	1.500000E+03 	3.000000E+01 	1.644054E+00 	5.375141E-01 
1.600000E+01 	1.500000E+03 	1.800000E+01 	2.660002E+00 	6.531653E-01 
3.300000E+01 	1.500000E+03 	2.500000E+01 	1.772821E+00 	5.533694E-01 
4.000000E+01 	1.500000E+03 	3.300000E+01 	1.605819E+00 	3.319022E-01 
5.600000E+01 	1.500000E+03 	2.900000E+01 	1.727502E+00 	2.212904E-01 
5.800000E+01 	1.500000E+03 	2.600000E+01 	1.749401E+00 	1.957159E-01 
7.200000E+01 	1.500000E+03 	2.800000E+01 	1.590524E+00 	2.860413E-01 
9.300000E+01 	1.500000E+03 	2.400000E+01 	2.094585E+00 	3.444975E-01 
9.700000E+01 	1.500000E+03 	3.300000E+01 	1.425815E+00 	6.081132E-01 
1.080000E+02 	1.500000E+03 	2.300000E+01 	2.015954E+00 	6.912539E-01 
1.160000E+02 	1.500000E+03 	1.700000E+01 	2.554937E+00 	3.537482E-01 
1.260000E+02 	1.500000E+03 	3.100000E+01 	1.648036E+00 	2.261603E-01 
1.270000E+02 	1.500000E+03 	3.200000E+01 	1.533275E+00 	3.258878E-01 
1.590000E+02 	1.500000E+03 	3.100000E+01 	1.872202E+00 	2.915417E-01 
1.600000E+02 	1.500000E+03 	2.500000E+01 	1.835973E+00 	2.831755E-01 
1.640000E+02 	1.500000E+03 	1.800000E+01 	2.615087E+00 	4.866588E-01 
1.650000E+02 	1.500000E+03 	3.000000E+01 	1.606076E+00 	5.225523E-01 
1.680000E+02 	1.500000E+03 	3.400000E+01 	1.447570E+00 	5.153562E-01 
2.440000E+02 	1.500000E+03 	2.600000E+01 	1.812573E+00 	2.190848E-01 
2.450000E+02 	1.500000E+03 	3.000000E+01 	1.481338E+00 	4.625247E-01 
2.480000E+02 	1.500000E+03 	2.500000E+01 	1.907022E+00 	5.240523E-01 
2.810000E+02 	1.500000E+03 	2.700000E+01 	1.855017E+00 	5.560534E-01 
2.890000E+02 	1.500000E+03 	2.600000E+01 	1.787891E+00 	4.450360E-01 
3.490000E+02 	1.500000E+03 	3.200000E+01 	1.487261E+00 	2.392239E-01 
3.570000E+02 	1.500000E+03 	2.300000E+01 	2.000051E+00 	3.232792E-01 
3.850000E+02 	1.500000E+03 	3.400000E+01 	1.426357E+00 	3.490489E-01 
4.190000E+02 	1.500000E+03 	2.200000E+01 	1.995141E+00 	4.659892E-01 
4.460000E+02 	1.500000E+03 	1.800000E+01 	2.601219E+00 	2.430409E-01 
4.570000E+02 	1.500000E+03 	2.600000E+01 	1.860559E+00 	4.546433E-01 
4.870000E+02 	1.500000E+03 	2.000000E+01 	2.301558E+00 	5.201248E-01 
5.110000E+02 	1.500000E+03 	3.000000E+01 	1.599367E+00 	5.652903E-01 
5.370000E+02 	1.500000E+03 	2.900000E+01 	1.641471E+00 	2.114697E-01 
5.960000E+02 	1.500000E+03 	2.500000E+01 	1.834265E+00 	5.849010E-01 
6.010000E+02 	1.500000E+03 	2.400000E+01 	1.994781E+00 	4.415811E-01 
6.030000E+02 	1.500000E+03 	3.100000E+01 	1.776267E+00 	7.617022E-01 
6.100000E+02 	1.500000E+03 	3.100000E+01 	1.558940E+00 	7.198558E-01 
6.180000E+02 	1.500000E+03 	1.500000E+01 	3.065204E+00 	3.443925E-01 
6.330000E+02 	1.500000E+03 	2.500000E+01 	1.834328E+00 	3.376556E-01 
6.610000E+02 	1.500000E+03 	2.900000E+01 	1.673040E+00 	3.236550E-01 
6.710000E+02 	1.500000E+03 	2.100000E+01 	2.594774E+00 	2.703878E-01 
6.720000E+02 	1.500000E+03 	2.700000E+01 	1.794560E+00 	2.473020E-01 
7.440000E+02 	1.500000E+03 	2.600000E+01 	1.679289E+00 	5.795194E-01 
7.550000E+02 	1.500000E+03 	3.000000E+01 	1.780687E+00 	5.506185E-01 
7.900000E+02 	1.500000E+03 	2.700000E+01 	1.925177E+00 	6.766349E-01 
7.980000E+02 	1.500000E+03 	3.100000E+01 	1.392582E+00 	3.562165E-01 
8.010000E+02 	1.500000E+03 	2.200000E+01 	2.284699E+00 	6.308501E-01 
8.060000E+02 	1.500000E+03 	2.500000E+01 	2.250281E+00 	3.322037E-01 
8.320000E+02 	1.500000E+03 	2.800000E+01 	1.599155E+00 	8.859692E-01 
8.740000E+02 	1.500000E+03 	3.300000E+01 	1.368209E+00 	7.302506E-01 
8.960000E+02 	1.500000E+03 	2.600000E+01 	1.718892E+00 	2.849772E-01 
9.420000E+02 	1.500000E+03 	2.700000E+01 	1.899965E+00 	4.775771E-01 
9.940000E+02 	1.500000E+03 	3.100000E+01 	1.573761E+00 	9.042509E-01 
1.103000E+03 	1.500000E+03 	2.700000E+01 	1.629484E+00 	2.363832E-01 
1.124000E+03 	1.500000E+03 	2.700000E+01 	1.959840E+00 	3.254163E-01 
1.143000E+03 	1.500000E+03 	1.900000E+01 	2.670485E+00 	6.302907E-01 
1.184000E+03 	1.500000E+03 	2.200000E+01 	2.280973E+00 	4.518669E-01 
1.215000E+03 	1.500000E+03 	3.100000E+01 	1.599227E+00 	3.286578E-01 
1.262000E+03 	1.500000E+03 	2.900000E+01 	1.688413E+00 	2.993518E-01 
1.274000E+03 	1.500000E+03 	2.800000E+01 	1.692129E+00 	6.660370E-01 
1.298000E+03 	1.500000E+03 	3.100000E+01 	1.535580E+00 	4.021246E-01 
1.307000E+03 	1.500000E+03 	3.200000E+01 	1.549988E+00 	3.144959E-01 
1.361000E+03 	1.500000E+03 	2.800000E+01 	1.650656E+00 	2.770893E-01 
1.387000E+03 	1.500000E+03 	3.300000E+01 	1.496735E+00 	2.741823E-01 
1.408000E+03 	1.500000E+03 	2.900000E+01 	1.544960E+00 	3.126585E-01 
1.426000E+03 	1.500000E+03 	2.200000E+01 	2.321147E+00 	3.520348E-01 
1.435000E+03 	1.500000E+03 	2.400000E+01 	1.937814E+00 	2.369827E-01 
1.463000E+03 	1.500000E+03 	2.600000E+01 	1.929601E+00 	3.770082E-01 
1.514000E+03 	1.500000E+03 	2.700000E+01 	1.695166E+00 	6.620423E-01 
1.569000E+03 	1.500000E+03 	2.400000E+01 	1.771338E+00 	9.248331E-01 
1.575000E+03 	1.500000E+03 	1.700000E+01 	2.481161E+00 	2.927802E-01 
1.592000E+03 	1.500000E+03 	3.100000E+01 	1.538479E+00 	6.958212E-01 
1.620000E+03 	1.500000E+03 	3.300000E+01 	1.458964E+00 	5.690138E-01 
1.664000E+03 	1.500000E+03 	2.400000E+01 	2.470232E+00 	4.558461E-01 
1.686000E+03 	1.500000E+03 	2.700000E+01 	1.739898E+00 	5.055369E-01 
1.704000E+03 	1.500000E+03 	2.000000E+01 	2.319273E+00 	3.568494E-01 
1.707000E+03 	1.500000E+03 	2.200000E+01 	2.366895E+00 	6.871298E-01 
1.717000E+03 	1.500000E+03 	2.500000E+01 	1.995563E+00 	2.268267E-01 
1.761000E+03 	1.500000E+03 	2.500000E+01 	1.866762E+00 	4.122473E-01 
1.773000E+03 	1.500000E+03 	2.800000E+01 	1.715704E+00 	6.688124E-01 
1.780000E+03 	1.500000E+03 	1.400000E+01 	2.712189E+00 	1.115578E+00 
1.813000E+03 	1.500000E+03 	1.900000E+01 	2.361813E+00 	7.284478E-01 
1.824000E+03 	1.500000E+03 	2.700000E+01 	1.864392E+00 	4.805019E-01 
1.938000E+03 	1.500000E+03 	3.000000E+01 	1.826824E+00 	2.931089E-01 
1.953000E+03 	1.500000E+03 	1.400000E+01 	2.700229E+00 	1.184779E+00 
1.973000E+03 	1.500000E+03 	3.100000E+01 	1.770176E+00 	3.093573E-01 
1.985000E+03 	1.500000E+03 	2.700000E+01 	1.921934E+00 	3.396093E-01 
1.998000E+03 	1.500000E+03 	2.900000E+01 	1.795281E+00 	5.088155E-01 
2.108000E+03 	1.500000E+03 	2.300000E+01 	1.935852E+00 	1.239713E+00 
2.207000E+03 	1.500000E+03 	3.100000E+01 	1.489390E+00 	3.489482E-01 
2.233000E+03 	1.500000E+03 	2.100000E+01 	2.492079E+00 	5.626439E-01 
2.262000E+03 	1.500000E+03 	3.100000E+01 	1.506820E+00 	2.672793E-01 
2.300000E+03 	1.500000E+03 	3.000000E+01 	1.512147E+00 	3.026076E-01 
2.313000E+03 	1.500000E+03 	2.500000E+01 	1.768768E+00 	4.503872E-01 
2.315000E+03 	1.500000E+03 	2.100000E+01 	2.269551E+00 	2.890569E-01 
2.321000E+03 	1.500000E+03 	3.100000E+01 	1.610875E+00 	4.762624E-01 
2.324000E+03 	1.500000E+03 	2.100000E+01 	2.142274E+00 	6.966930E-01 
2.328000E+03 	1.500000E+03 	2.600000E+01 	1.730911E+00 	4.826770E-01 
2.359000E+03 	1.500000E+03 	2.700000E+01 	1.571248E+00 	1.014156E+00 
2.362000E+03 	1.500000E+03 	2.200000E+01 	2.123139E+00 	5.776849E-01 
2.375000E+03 	1.500000E+03 	2.800000E+01 	1.908568E+00 	3.552099E-01 
2.390000E+03 	1.500000E+03 	2.600000E+01 	1.908791E+00 	4.925507E-01 
2.467000E+03 	1.500000E+03 	3.000000E+01 	1.584632E+00 	3.458126E-01 
2.534000E+03 	1.500000E+03 	3.000000E+01 	1.644592E+00 	3.526534E-01 
2.586000E+03 	1.500000E+03 	3.200000E+01 	1.549535E+00 	5.611484E-01 
2.704000E+03 	1.500000E+03 	2.800000E+01 	1.809083E+00 	3.329888E-01 
2.725000E+03 	1.500000E+03 	2.600000E+01 	1.966598E+00 	3.106531E-01 
2.738000E+03 	1.500000E+03 	2.200000E+01 	2.136588E+00 	6.816520E-01 
2.775000E+03 	1.500000E+03 	2.800000E+01 	1.482642E+00 	2.933514E-01 
2.790000E+03 	1.500000E+03 	2.500000E+01 	2.003286E+00 	3.883172E-01 
2.839000E+03 	1.500000E+03 	2.000000E+01 	2.710986E+00 	2.528450E-01 
2.854000E+03 	1.500000E+03 	2.600000E+01 	1.975278E+00 	3.243015E-01 
2.876000E+03 	1.500000E+03 	2.100000E+01 	2.168222E+00 	2.040478E-01 
2.892000E+03 	1.500000E+03 	1.700000E+01 	2.614181E+00 	3.180344E-01 
2.904000E+03 	1.500000E+03 	2.300000E+01 	1.968493E+00 	4.329391E-01 
2.911000E+03 	1.500000E+03 	2.800000E+01 	1.436560E+00 	1.042164E+00 
2.913000E+03 	1.500000E+03 	3.000000E+01 	1.533232E+00 	4.945517E-01 
2.932000E+03 	1.500000E+03 	2.300000E+01 	2.271280E+00 	3.692827E-01 
2.984000E+03 	1.500000E+03 	2.000000E+01 	2.263916E+00 	1.562694E-01 
3.060000E+03 	1.500000E+03 	2.000000E+01 	2.350923E+00 	4.088844E-01 
3.062000E+03 	1.500000E+03 	2.800000E+01 	1.744975E+00 	3.844945E-01 
3.110000E+03 	1.500000E+03 	2.600000E+01 	1.750529E+00 	5.979130E-01 
3.133000E+03 	1.500000E+03 	2.600000E+01 	1.889339E+00 	3.109879E-01 
3.248000E+03 	1.500000E+03 	2.500000E+01 	1.934127E+00 	3.537439E-01 
3.278000E+03 	1.500000E+03 	2.200000E+01 	2.291580E+00 	4.523661E-01 
3.366000E+03 	1.500000E+03 	2.300000E+01 	2.272043E+00 	4.705631E-01 
3.398000E+03 	1.500000E+03 	2.700000E+01 	1.509401E+00 	5.134310E-01 
3.422000E+03 	1.500000E+03 	2.400000E+01 	1.861845E+00 	3.814094E-01 
3.457000E+03 	1.500000E+03 	3.100000E+01 	1.784813E+00 	2.785931E-01 
3.480000E+03 	1.500000E+03 	1.700000E+01 	2.872659E+00 	3.640203E-01 
3.517000E+03 	1.500000E+03 	1.800000E+01 	2.503211E+00 	3.679821E-01 
3.521000E+03 	1.500000E+03 	1.700000E+01 	2.805694E+00 	3.417475E-01 
3.526000E+03 	1.500000E+03 	2.000000E+01 	2.267848E+00 	6.362716E-01 
3.592000E+03 	1.500000E+03 	3.200000E+01 	1.516660E+00 	1.017388E+00 
3.594000E+03 	1.500000E+03 	3.100000E+01 	1.576128E+00 	1.306822E+00 
3.596000E+03 	1.500000E+03 	1.600000E+01 	2.726886E+00 	4.939210E-01 
3.602000E+03 	1.500000E+03 	2.500000E+01 	1.847310E+00 	3.969750E-01 
3.619000E+03 	1.500000E+03 	2.200000E+01 	2.240520E+00 	4.487036E-01 
3.635000E+03 	1.500000E+03 	2.700000E+01 	1.758870E+00 	5.547545E-01 
3.653000E+03 	1.500000E+03 	2.200000E+01 	2.003446E+00 	9.234827E-01 
3.675000E+03 	1.500000E+03 	2.700000E+01 	1.687676E+00 	3.097472E-01 
3.754000E+03 	1.500000E+03 	3.100000E+01 	1.662724E+00 	4.128784E-01 
3.769000E+03 	1.500000E+03 	3.100000E+01 	1.724667E+00 	2.918180E-01 
3.846000E+03 	1.500000E+03 	1.600000E+01 	2.700885E+00 	4.201312E-01 
3.922000E+03 	1.500000E+03 	2.700000E+01 	1.874906E+00 	2.531038E-01 
3.936000E+03 	1.500000E+03 	2.400000E+01 	2.151541E+00 	2.418228E-01 
3.937000E+03 	1.500000E+03 	1.900000E+01 	2.393789E+00 	3.964157E-01 
3.979000E+03 	1.500000E+03 	2.500000E+01 	1.953407E+00 	2.975488E-01 
3.988000E+03 	1.500000E+03 	2.600000E+01 	1.656514E+00 	7.229288E-01 
4.022000E+03 	1.500000E+03 	2.000000E+01 	2.222672E+00 	4.528972E-01 
4.074000E+03 	1.500000E+03 	2.800000E+01 	1.879887E+00 	2.670459E-01 
4.110000E+03 	1.500000E+03 	2.400000E+01 	2.143209E+00 	1.678993E-01 
4.113000E+03 	1.500000E+03 	2.700000E+01 	1.796230E+00 	4.889500E-01 
4.125000E+03 	1.500000E+03 	1.800000E+01 	2.701600E+00 	3.158586E-01 
4.239000E+03 	1.500000E+03 	1.900000E+01 	2.447044E+00 	7.370071E-01 
4.257000E+03 	1.500000E+03 	2.500000E+01 	2.001645E+00 	4.190938E-01 
4.273000E+03 	1.500000E+03 	2.300000E+01 	2.163058E+00 	2.413785E-01 
4.276000E+03 	1.500000E+03 	2.900000E+01 	1.588000E+00 	4.331238E-01 
4.284000E+03 	1.500000E+03 	2.100000E+01 	2.127499E+00 	5.634853E-01 
4.309000E+03 	1.500000E+03 	2.700000E+01 	1.933536E+00 	3.734820E-01 
4.316000E+03 	1.500000E+03 	2.600000E+01 	1.923247E+00 	5.217252E-01 
4.354000E+03 	1.500000E+03 	2.500000E+01 	1.706975E+00 	8.743770E-01 
4.414000E+03 	1.500000E+03 	2.300000E+01 	2.071056E+00 	6.087563E-01 
4.442000E+03 	1.500000E+03 	2.900000E+01 	1.627097E+00 	2.078781E-01 
4.461000E+03 	1.500000E+03 	2.800000E+01 	1.649969E+00 	1.065042E+00 
4.466000E+03 	1.500000E+03 	2.400000E+01 	2.012941E+00 	6.070624E-01 
4.520000E+03 	1.500000E+03 	1.300000E+01 	3.108137E+00 	5.364101E-01 
4.536000E+03 	1.500000E+03 	3.100000E+01 	1.666763E+00 	3.782921E-01 
4.604000E+03 	1.500000E+03 	3.400000E+01 	1.305878E+00 	7.370533E-01 
4.688000E+03 	1.500000E+03 	2.700000E+01 	1.800432E+00 	3.135525E-01 
4.760000E+03 	1.500000E+03 	2.100000E+01 	2.264049E+00 	5.344449E-01 
4.777000E+03 	1.500000E+03 	2.900000E+01 	1.596783E+00 	5.574261E-01 
4.811000E+03 	1.500000E+03 	1.800000E+01 	2.487238E+00 	4.139193E-01 
4.857000E+03 	1.500000E+03 	2.600000E+01 	1.783482E+00 	4.588643E-01 
4.938000E+03 	1.500000E+03 	1.200000E+01 	2.959564E+00 	2.647367E-01 
4.971000E+03 	1.500000E+03 	2.100000E+01 	2.547842E+00 	2.840252E-01 
5.038000E+03 	1.500000E+03 	2.300000E+01 	2.023157E+00 	3.507070E-01 
5.061000E+03 	1.500000E+03 	2.600000E+01 	1.757053E+00 	3.947633E-01 
5.078000E+03 	1.500000E+03 	2.700000E+01 	1.776232E+00 	2.616709E-01 
5.119000E+03 	1.500000E+03 	2.700000E+01 	1.567110E+00 	2.691036E-01 
5.158000E+03 	1.500000E+03 	2.600000E+01 	1.857008E+00 	3.790554E-01 
5.172000E+03 	1.500000E+03 	2.900000E+01 	1.412470E+00 	2.520752E-01 
5.178000E+03 	1.500000E+03 	2.800000E+01 	1.678873E+00 	2.682440E-01 
5.283000E+03 	1.500000E+03 	3.100000E+01 	1.537958E+00 	2.129565E-01 
5.286000E+03 	1.500000E+03 	2.800000E+01 	1.526257E+00 	4.788129E-01 
5.315000E+03 	1.500000E+03 	1.700000E+01 	3.092955E+00 	8.078184E-01 
5.356000E+03 	1.500000E+03 	2.800000E+01 	1.669165E+00 	2.984500E-01 
