Reactions	Percentage
R989: H+CHCHCN=HCN+C2H2	0.0011796536038248045
R904: H2CN+OH=H2O+HCN	0.002058676772214405
R865: TXCH2+N=H+HCN	0.002729390855884181
R902: H2CN+H=H2+HCN	0.0040397025359875825
R895: HCN(+M)=CN+H(+M)	0.004050092573733389
R903: H2CN+O=OH+HCN	0.0043811186177106064
R878: C2H3+NO=CH2O+HCN	0.01279804071423322
R864: HCCO+N=CO+HCN	0.017068276402237233
R879: CH3+NO=H2O+HCN	0.018640001432025127
R882: CH4+CN=HCN+CH3	0.019307692629175473
R874: TXCH2+NO=OH+HCN	0.026285128063413675
R907: H2CN=H+HCN	0.04920950904127743
R880: C2H6+CN=HCN+C2H5	0.07239993363887272
R877: SXCH2+NO=OH+HCN	0.0758096814830819
R910: C2H2+NCO=HCN+HCCO	0.11418925198689561
R871: CH+NO=O+HCN	0.1812750723417142
R952: C5H5NO=C2H2+CH2CO+HCN	1.1139807448127887
R873: HCCO+NO=CO2+HCN	1.849889243014512
R972: PYRLYL=HCN+C3H3	2.439977750985189
R959: C5H4NO2=CO+CO+C2H3+HCN	93.98945451734399
