Reactions	Percentage
R905: H2CN+O2=NO+CH2O	0.0014326536947687147
R854: N2H2+O=NO+NH2	0.001446482856619021
R804: NH2+HNO=NO+NH3	0.0020164243187141507
R917: NCO+HNO=NO+HNCO	0.00297134613632184
R857: N2O+O=NO+NO	0.009615212870780147
R921: NCO+OH=NO+CO+H	0.021958004833508574
R793: NH2+NO=H2O+N2	0.20038384953235136
R755: N+OH=H+NO	0.2364583221018047
R807: HNO=NO+H	0.8357311771216421
R797: HNO+H=H2+NO	0.8505968616730925
R754: N+O2=O+NO	0.8541949059920062
R884: CN+O2=CO+NO	1.2299082658844052
R765: NH+O=H+NO	3.0268020865087184
R798: HNO+O=OH+NO	3.268904829179997
R800: HNO+OH=H2O+NO	7.244163373306127
R763: NH+O2=OH+NO	11.41760762399494
R922: NCO+O2=CO2+NO	21.13036910336021
R802: HNO+O2=HO2+NO	49.66489510618928
