FlameMaster written by Heinz Pitsch

version                  4.2.1
executed command         './FlameMaster -i 01_Gas_HeatUp.input'
git sha1                 a4ee66ef01db6513f927c65c2dd6b33bc0b8f9a0
operating system         Linux, version 3.10.0-1160.36.2.el7.x86_64
target architechture     x86_64
c++ compiler             Intel, version 19.0.0.20181018
c   compiler             Intel, version 19.0.0.20181018

use mechanism file './../Mechanisms/GRI3/gri.30.pre'
outpath is './Outputs/'
initial pressure is 1.01325 bar
use multi geometry species transport model
model has 77 species
        7 spherical
       20 linear
       50 non-linear
    -----
       77 / 77 geometry parameters expected
initial pressure is 1.01325 bar
write output to 'stderr'

Use DASSL solver

Coal solid species COALSOLIDCOAL1 found.
Coal solid species COALSOLIDGCOAL1 found.
Coal solid species COALSOLIDGCH2 found.
Coal solid species COALSOLIDCHAR found.
Coal solid species COALSOLIDCHARH found.
Coal solid species COALSOLIDTAR1 found.
Coal solid species COALSOLIDCOAL2 found.
Coal solid species COALSOLIDGBTX2 found.
Coal solid species COALSOLIDGCH4 found.
Coal solid species COALSOLIDGCOH2 found.
Coal solid species COALSOLIDGCO2S found.
Coal solid species COALSOLIDGH2O found.
Coal solid species COALSOLIDGCOL found.
Coal solid species COALSOLIDTAR2 found.
Coal solid species COALSOLIDGCO2TS found.
Coal solid species COALSOLIDCOAL3 found.
Coal solid species COALSOLIDGCOAL3 found.
Coal solid species COALSOLIDTAR3 found.
Coal solid species COALSOLIDGCO2 found.
Coal solid species COALSOLIDCHARG found.

Species O2 specified on the left boundary!

Species N2 specified on the left boundary!
interpolate initial solution from boundary conditions
Initial time step is 1e-10 s
gp: 0, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 1, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 2, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 3, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 4, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 5, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 6, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 7, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 8, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 9, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 10, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 11, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 12, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 13, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 14, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 15, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 16, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 17, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 18, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 19, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 20, Temp: 900.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
