Reactions	Percentage
R905: H2CN+O2=NO+CH2O	0.0017150975635379566
R876: CH+NO=OH+CN	-0.006195555279478205
R920: NCO+NO=CO2+N2	-0.0068752292216935984
R872: CH3+NO=OH+H2CN	-0.007367926647200786
R879: CH3+NO=H2O+HCN	-0.007565935690132287
R874: TXCH2+NO=OH+HCN	-0.008857295082283417
R793: NH2+NO=H2O+N2	-0.011531540507869687
R941: NCN+OH=NO+HCN	0.014155428133908098
R794: NH2+NO=OH+NNH	0.0174441381762522
R791: NH2+NO=H2O+N2	0.020487847018721212
R921: NCO+OH=NO+CO+H	0.03670170468106886
R877: SXCH2+NO=OH+HCN	-0.046402529011086685
R844: NNH+O=NO+NH	0.04903775182001542
R873: HCCO+NO=CO2+HCN	-0.05899768039708962
R807: HNO=NO+H	-0.07241716305377796
R884: CN+O2=CO+NO	0.09716190749012496
R875: CH+NO=H+NCO	-0.1013897950778409
R792: NH+NO=OH+N2	0.12940556737449174
R798: HNO+O=OH+NO	0.20572490418544787
R763: NH+O2=OH+NO	0.2957220618397053
R946: NCN+O=NO+CN	0.31611521876426185
R806: HNO+NO=OH+N2O	0.4316005887944739
R871: CH+NO=O+HCN	-0.444914216967911
R795: NH+NO=H+N2O	0.6149891797861216
R922: NCO+O2=CO2+NO	0.717990527428111
R802: HNO+O2=HO2+NO	0.7366768765677977
R797: HNO+H=H2+NO	0.7888733467637515
R800: HNO+OH=H2O+NO	1.3693669503624255
R765: NH+O=H+NO	1.5436394220763383
R755: N+OH=H+NO	5.859855034765447
R857: N2O+O=NO+NO	7.010633544675468
R754: N+O2=O+NO	38.45347142311496
R796: N+NO=O+N2	40.51530426926256
