Reactions	Percentage
R808: H2NO+NH2=NH3+HNO	0.0012589794257023082
R932: HNCO+O2=CO2+HNO	0.0022821189565535834
R814: H2NO(+M)=H+HNO(+M)	0.0035519812423575304
R806: HNO+NO=OH+N2O	0.006130236760296699
R816: H2NO+H=H2+HNO	0.018446365770288912
R831: HONO+H=OH+HNO	0.070500688074069
R811: H2NO+HO2=H2O2+HNO	0.0724287325445475
R815: H2NO+OH=H2O+HNO	0.6624553517189855
R781: NH2+O2=OH+HNO	0.8248390800776488
R812: H2NO+O=OH+HNO	2.2581664257290126
R766: NH+OH=H+HNO	2.656617036790301
R809: H2NO+O2=HO2+HNO	3.4592794037674284
R773: NH2+O=H+HNO	19.590273463150304
R767: NH+O2=O+HNO	20.373734106741388
R774: NH2+O=H+HNO	49.99962827117087
