Reactions	Percentage
R905: H2CN+O2=NO+CH2O	0.0014211588186205024
R917: NCO+HNO=NO+HNCO	0.0017083922579521607
R806: HNO+NO=OH+N2O	0.003515694621299984
R941: NCN+OH=NO+HCN	0.006331124752194514
R921: NCO+OH=NO+CO+H	0.02025067732772754
R793: NH2+NO=H2O+N2	0.1254675420924485
R844: NNH+O=NO+NH	0.1276046994508072
R795: NH+NO=H+N2O	0.16052840610231278
R796: N+NO=O+N2	0.31170241066002874
R946: NCN+O=NO+CN	0.5259360874583177
R807: HNO=NO+H	0.5586414279842766
R755: N+OH=H+NO	0.7702078473129895
R884: CN+O2=CO+NO	1.1385239749033165
R797: HNO+H=H2+NO	1.2869104599776156
R754: N+O2=O+NO	1.604248456072064
R857: N2O+O=NO+NO	2.7198597752982607
R798: HNO+O=OH+NO	3.899198051987845
R765: NH+O=H+NO	4.3312688344192285
R800: HNO+OH=H2O+NO	6.415341398736491
R763: NH+O2=OH+NO	10.12561009816493
R922: NCO+O2=CO2+NO	19.39438796943408
R802: HNO+O2=HO2+NO	46.467696634528565
