Starting 05_CH4_Air_Diffusion_TempGrad ...
Wed Sep  1 13:34:20 CEST 2021
FlameMaster written by Heinz Pitsch

version                  4.2.1
executed command         './FlameMaster -i 05_CH4_Air_Diffusion_TempGrad.input'
git sha1                 a4ee66ef01db6513f927c65c2dd6b33bc0b8f9a0
operating system         Linux, version 3.10.0-1160.36.2.el7.x86_64
target architechture     x86_64
c++ compiler             Intel, version 19.0.0.20181018
c   compiler             Intel, version 19.0.0.20181018

use mechanism file './../Mechanisms/GRI3/gri.30.pre'
outpath is './Outputs/'
initial pressure is 1.01325 bar
use multi geometry species transport model
model has 77 species
        7 spherical
       20 linear
       50 non-linear
    -----
       77 / 77 geometry parameters expected
initial pressure is 1.01325 bar
write output to 'stderr'

Use DASSL solver

Coal solid species COALSOLIDCOAL1 found.
Coal solid species COALSOLIDGCOAL1 found.
Coal solid species COALSOLIDGCH2 found.
Coal solid species COALSOLIDCHAR found.
Coal solid species COALSOLIDCHARH found.
Coal solid species COALSOLIDTAR1 found.
Coal solid species COALSOLIDCOAL2 found.
Coal solid species COALSOLIDGBTX2 found.
Coal solid species COALSOLIDGCH4 found.
Coal solid species COALSOLIDGCOH2 found.
Coal solid species COALSOLIDGCO2S found.
Coal solid species COALSOLIDGH2O found.
Coal solid species COALSOLIDGCOL found.
Coal solid species COALSOLIDTAR2 found.
Coal solid species COALSOLIDGCO2TS found.
Coal solid species COALSOLIDCOAL3 found.
Coal solid species COALSOLIDGCOAL3 found.
Coal solid species COALSOLIDTAR3 found.
Coal solid species COALSOLIDGCO2 found.
Coal solid species COALSOLIDCHARG found.

Species CH4 specified on the left boundary!
interpolate initial solution from boundary conditions
Initial time step is 1e-10 s
gp: 0, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 1, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 2, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 3, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 4, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 5, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 6, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 7, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 8, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 9, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 10, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 11, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 12, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 13, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 14, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 15, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 16, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 17, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 18, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 19, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 20, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 21, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 22, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 23, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 24, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 25, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 26, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 27, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 28, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 16.042000
gp: 29, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 30, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 31, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 32, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 33, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 34, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 35, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 36, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 37, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 38, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 39, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 40, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 41, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 42, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 43, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 44, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 45, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 46, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 47, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 48, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 49, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 50, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 51, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 52, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 53, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 54, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 55, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 56, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 57, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 58, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 59, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 60, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 61, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 62, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 63, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 64, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 65, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 66, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 67, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 68, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 69, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 70, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 71, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 72, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 73, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 74, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 75, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 76, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 77, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 78, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 79, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 80, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 81, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 82, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 83, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 84, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 85, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 86, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 87, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 88, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 89, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 90, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 91, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 92, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 93, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 94, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 95, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 96, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 97, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236
gp: 98, Temp: 1500.000000, Pressure: 101325.000000, MixMolarMass: 28.856236

Initial particle mass is 0 g and radius is 45 micron

Using linear solver method to initialize time terms

Including Species transport and energy equation at solid gas interface using central difference scheme


dump output

start computation

solve system from t = 0 ms with p = 1.01325 bar	T_p_c = 300 K T_p_s = 300 K	 m_Coal = 0 mg	
             to t = 1e-05 ms with p = 1.01325 bar
stp =     1    dt = 6.10e-15 s    ord = 1    time = 6.10e-12 ms    Tp_s =   300.00 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =     2    dt = 2.38e-17 s    ord = 1    time = 6.13e-12 ms    Tp_s =   300.00 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =     3    dt = 1.96e-17 s    ord = 1    time = 6.15e-12 ms    Tp_s =   300.00 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =     4    dt = 1.40e-17 s    ord = 1    time = 6.16e-12 ms    Tp_s =   300.00 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =     5    dt = 1.40e-17 s    ord = 1    time = 6.17e-12 ms    Tp_s =   300.00 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =     6    dt = 2.80e-17 s    ord = 1    time = 6.20e-12 ms    Tp_s =   300.00 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =     7    dt = 5.59e-17 s    ord = 1    time = 6.26e-12 ms    Tp_s =   300.00 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =     8    dt = 1.12e-16 s    ord = 1    time = 6.37e-12 ms    Tp_s =   300.00 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =     9    dt = 2.24e-16 s    ord = 1    time = 6.59e-12 ms    Tp_s =   300.00 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    10    dt = 4.47e-16 s    ord = 1    time = 7.04e-12 ms    Tp_s =   300.00 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    11    dt = 8.95e-16 s    ord = 1    time = 7.94e-12 ms    Tp_s =   300.00 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    12    dt = 1.79e-15 s    ord = 1    time = 9.73e-12 ms    Tp_s =   300.00 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    13    dt = 3.58e-15 s    ord = 1    time = 1.33e-11 ms    Tp_s =   300.00 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    14    dt = 7.16e-15 s    ord = 1    time = 2.05e-11 ms    Tp_s =   300.00 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    15    dt = 1.43e-14 s    ord = 1    time = 3.48e-11 ms    Tp_s =   300.00 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    16    dt = 2.86e-14 s    ord = 1    time = 6.34e-11 ms    Tp_s =   300.00 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    17    dt = 5.73e-14 s    ord = 1    time = 1.21e-10 ms    Tp_s =   300.00 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    18    dt = 1.15e-13 s    ord = 1    time = 2.35e-10 ms    Tp_s =   300.01 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    19    dt = 2.29e-13 s    ord = 1    time = 4.64e-10 ms    Tp_s =   300.01 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    20    dt = 1.15e-13 s    ord = 1    time = 5.79e-10 ms    Tp_s =   300.02 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    21    dt = 2.29e-13 s    ord = 1    time = 8.08e-10 ms    Tp_s =   300.02 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    22    dt = 2.29e-13 s    ord = 1    time = 1.04e-09 ms    Tp_s =   300.03 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    23    dt = 4.58e-13 s    ord = 1    time = 1.50e-09 ms    Tp_s =   300.04 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    24    dt = 4.58e-13 s    ord = 1    time = 1.95e-09 ms    Tp_s =   300.05 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    25    dt = 4.58e-13 s    ord = 1    time = 2.41e-09 ms    Tp_s =   300.07 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    26    dt = 9.16e-13 s    ord = 1    time = 3.33e-09 ms    Tp_s =   300.09 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    27    dt = 8.25e-13 s    ord = 1    time = 4.15e-09 ms    Tp_s =   300.12 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    28    dt = 8.25e-13 s    ord = 1    time = 4.98e-09 ms    Tp_s =   300.14 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    29    dt = 8.25e-13 s    ord = 1    time = 5.80e-09 ms    Tp_s =   300.16 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    30    dt = 1.04e-12 s    ord = 1    time = 6.84e-09 ms    Tp_s =   300.19 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    31    dt = 1.04e-12 s    ord = 1    time = 7.88e-09 ms    Tp_s =   300.22 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    32    dt = 2.08e-12 s    ord = 1    time = 9.96e-09 ms    Tp_s =   300.28 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    33    dt = 2.08e-12 s    ord = 1    time = 1.20e-08 ms    Tp_s =   300.34 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    34    dt = 2.08e-12 s    ord = 1    time = 1.41e-08 ms    Tp_s =   300.39 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    35    dt = 2.08e-12 s    ord = 1    time = 1.62e-08 ms    Tp_s =   300.45 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    36    dt = 1.63e-12 s    ord = 1    time = 1.78e-08 ms    Tp_s =   300.50 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    37    dt = 1.63e-12 s    ord = 1    time = 1.95e-08 ms    Tp_s =   300.54 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    38    dt = 1.63e-12 s    ord = 1    time = 2.11e-08 ms    Tp_s =   300.59 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    39    dt = 1.43e-12 s    ord = 1    time = 2.25e-08 ms    Tp_s =   300.63 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    40    dt = 1.43e-12 s    ord = 1    time = 2.39e-08 ms    Tp_s =   300.67 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    41    dt = 1.43e-12 s    ord = 1    time = 2.54e-08 ms    Tp_s =   300.71 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    42    dt = 1.34e-12 s    ord = 1    time = 2.67e-08 ms    Tp_s =   300.75 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    43    dt = 1.21e-12 s    ord = 1    time = 2.79e-08 ms    Tp_s =   300.78 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    44    dt = 1.10e-12 s    ord = 1    time = 2.90e-08 ms    Tp_s =   300.81 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    45    dt = 1.07e-12 s    ord = 1    time = 3.01e-08 ms    Tp_s =   300.84 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    46    dt = 1.12e-12 s    ord = 1    time = 3.12e-08 ms    Tp_s =   300.87 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    47    dt = 1.23e-12 s    ord = 1    time = 3.24e-08 ms    Tp_s =   300.91 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    48    dt = 1.37e-12 s    ord = 1    time = 3.38e-08 ms    Tp_s =   300.94 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    49    dt = 1.46e-12 s    ord = 1    time = 3.53e-08 ms    Tp_s =   300.99 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    50    dt = 1.44e-12 s    ord = 1    time = 3.67e-08 ms    Tp_s =   301.03 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    51    dt = 1.33e-12 s    ord = 1    time = 3.80e-08 ms    Tp_s =   301.06 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    52    dt = 1.18e-12 s    ord = 1    time = 3.92e-08 ms    Tp_s =   301.10 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
stp =    53    dt = 1.08e-12 s    ord = 1    time = 4.03e-08 ms    Tp_s =   301.13 K    Tp_c =   300.00 K   temp =  1500.00 K    mCoal = 0.0000e+00 mg	
