Reactions	Percentage
R935: TXCH2+N2=NH+HCN	0.0022958308501852165
R989: H+CHCHCN=HCN+C2H2	0.006748848706278075
R906: H2CN+OH=H2O+HCN	0.013802342249560055
R972: PYRLYL=HCN+C3H3	0.025765108471536596
R959: C5H4NO2=CO+CO+C2H3+HCN	0.04079435508140729
R878: C2H3+NO=CH2O+HCN	0.04607679062535945
R938: CH+N2O=NO+HCN	0.06454840162448394
R888: CH2O+CN=HCN+HCO	0.0732423661412593
R879: CH3+NO=H2O+HCN	0.1374139347707468
R904: H2CN+OH=H2O+HCN	0.14771099710363922
R903: H2CN+O=OH+HCN	0.2079837147742744
R865: TXCH2+N=H+HCN	0.29741563728876724
R902: H2CN+H=H2+HCN	0.3113564913487076
R910: C2H2+NCO=HCN+HCCO	0.32101023227056463
R934: HCN+N2=N2+CN+H	0.4634053521197026
R874: TXCH2+NO=OH+HCN	0.8588007314196705
R864: HCCO+N=CO+HCN	0.8695332993106695
R907: H2CN=H+HCN	1.218161240674181
R895: HCN(+M)=CN+H(+M)	1.4049314405155198
R882: CH4+CN=HCN+CH3	2.1730468901435693
R941: NCN+OH=NO+HCN	3.197881622763892
R877: SXCH2+NO=OH+HCN	6.1135146583524245
R880: C2H6+CN=HCN+C2H5	6.875773854494234
R940: NCN+H=N+HCN	16.44098467286235
R873: HCCO+NO=CO2+HCN	25.66750653902109
R871: CH+NO=O+HCN	33.01993789163174
