Reactions	Percentage
R986: CH2CHCN=HCN+C2H2	0.0011172676197698322
R989: H+CHCHCN=HCN+C2H2	0.0014710831348086996
R972: PYRLYL=HCN+C3H3	0.0014852028889039285
R881: HO2+CN=HCN+O2	0.0018534185536545433
R935: TXCH2+N2=NH+HCN	0.001920118366627509
R978: H+CH2CHCN=C2H3+HCN	0.003579562902381727
R938: CH+N2O=NO+HCN	0.006768974828569606
R959: C5H4NO2=CO+CO+C2H3+HCN	0.009197259675423893
R878: C2H3+NO=CH2O+HCN	0.0255044865348562
R888: CH2O+CN=HCN+HCO	0.04229779636740225
R906: H2CN+OH=H2O+HCN	0.05272868972530086
R934: HCN+N2=N2+CN+H	0.17375507106776658
R910: C2H2+NCO=HCN+HCCO	0.3821588778137994
R895: HCN(+M)=CN+H(+M)	0.5708030266880564
R903: H2CN+O=OH+HCN	0.6386527674893354
R879: CH3+NO=H2O+HCN	0.7085890092289682
R904: H2CN+OH=H2O+HCN	0.7923159165843763
R874: TXCH2+NO=OH+HCN	0.8295314953561392
R865: TXCH2+N=H+HCN	1.2589433857962704
R864: HCCO+N=CO+HCN	1.2782946822668082
R941: NCN+OH=NO+HCN	1.3257290581652335
R882: CH4+CN=HCN+CH3	2.7857845532907284
R880: C2H6+CN=HCN+C2H5	2.915725104118452
R902: H2CN+H=H2+HCN	3.192137079893722
R877: SXCH2+NO=OH+HCN	4.345836840850741
R873: HCCO+NO=CO2+HCN	5.52543791165242
R940: NCN+H=N+HCN	13.032480102871649
R907: H2CN=H+HCN	18.427367038675484
R871: CH+NO=O+HCN	41.66851756410608
