Reactions	Percentage
R932: HNCO+O2=CO2+HNO	0.0011284594594018439
R917: NCO+HNO=NO+HNCO	-0.0014729953676303918
R814: H2NO(+M)=H+HNO(+M)	0.0017563794477258468
R806: HNO+NO=OH+N2O	0.003031272160753947
R816: H2NO+H=H2+HNO	0.009121336942270892
R831: HONO+H=OH+HNO	0.03486109614183644
R811: H2NO+HO2=H2O2+HNO	0.035814473271723046
R815: H2NO+OH=H2O+HNO	0.32757013210547437
R781: NH2+O2=OH+HNO	0.40786544440418304
R807: HNO=NO+H	-0.4816670362189789
R797: HNO+H=H2+NO	-1.1095889350226769
R812: H2NO+O=OH+HNO	1.1166154405315827
R766: NH+OH=H+HNO	1.3136408233957553
R809: H2NO+O2=HO2+HNO	1.7105403531595738
R798: HNO+O=OH+NO	-3.3619332101962587
R800: HNO+OH=H2O+NO	-5.531380816156184
R773: NH2+O=H+HNO	9.686975053722104
R767: NH+O2=O+HNO	10.074379738210846
R774: NH2+O=H+HNO	24.723756545270977
R802: HNO+O2=HO2+NO	-40.06498014054545
