Reactions	Percentage
R772: NH2+NH2=H2+N2H2	-0.0010496882416493145
R804: NH2+HNO=NO+NH3	-0.0011098907922816605
R769: NH2+NH2=NH+NH3	-0.0019156445357102793
R825: NH2+NO2=H2O+N2O	-0.001995787579390411
R933: HNCO+NH=NCO+NH2	-0.002290757758901297
R771: NH2(+M)=H+NH(+M)	0.005253360188166806
R822: NH2+NO2=NO+H2NO	-0.0077322256254387205
R919: NCO+NH3=NH2+HNCO	0.012654213036666879
R869: CH3+NH2=CH3NH2	0.016843037910666013
R786: NH3(+M)=H+NH2(+M)	-0.018673330710340618
R890: HCN+OH=CO+NH2	0.03621997129261341
R810: H2NO+H=OH+NH2	0.04294042605599236
R794: NH2+NO=OH+NNH	-0.09669713559049692
R793: NH2+NO=H2O+N2	0.09669751880800395
R781: NH2+O2=OH+HNO	-0.18563086697918318
R791: NH2+NO=H2O+N2	-0.2284098971499149
R926: HNCO+H=CO+NH2	0.30444254984964586
R770: NH2+O2=O+H2NO	-0.3280116528279937
R782: NH2+H=H2+NH	-0.6357966257739525
R776: NH2+HO2=O2+NH3	-1.2600102724674287
R784: NH3+H=H2+NH2	1.5094016347012242
R768: NH2+HO2=OH+H2NO	-1.5156143569251892
R785: NH3+O=OH+NH2	4.385067493608982
R778: NH2+O=OH+NH	-4.700501487995254
R773: NH2+O=H+HNO	-5.3532282033687695
R780: NH2+OH=H2O+NH	-6.846209887615788
R774: NH2+O=H+HNO	-13.606831977211566
R783: NH3+OH=NH2+H2O	58.79540660393361
