Reactions	Percentage
R933: HNCO+NH=NCO+NH2	-0.0012920203476160207
R777: NH2+N=H+H+N2	-0.001686891887901412
R822: NH2+NO2=NO+H2NO	-0.00376192497690641
R869: CH3+NH2=CH3NH2	0.006910122611790714
R919: NCO+NH3=NH2+HNCO	0.007524533987337898
R810: H2NO+H=OH+NH2	0.008144127786371684
R786: NH3(+M)=H+NH2(+M)	-0.02550943617183288
R771: NH2(+M)=H+NH(+M)	0.03468681833618746
R794: NH2+NO=OH+NNH	-0.04689280240952913
R793: NH2+NO=H2O+N2	0.09241532045684134
R890: HCN+OH=CO+NH2	0.10567658565720753
R781: NH2+O2=OH+HNO	-0.17688150470944158
R791: NH2+NO=H2O+N2	-0.21653602956808915
R770: NH2+O2=O+H2NO	-0.5685964911368433
R776: NH2+HO2=O2+NH3	-0.6129195448041438
R768: NH2+HO2=OH+H2NO	-0.7584188377153065
R784: NH3+H=H2+NH2	1.9754815743055518
R782: NH2+H=H2+NH	-2.4677697780493055
R926: HNCO+H=CO+NH2	3.5174279176219283
R778: NH2+O=OH+NH	-5.126428386302297
R785: NH3+O=OH+NH2	5.212857181574676
R773: NH2+O=H+HNO	-5.8987877403052655
R780: NH2+OH=H2O+NH	-6.723555366273006
R774: NH2+O=H+HNO	-14.887931704365837
R783: NH3+OH=NH2+H2O	51.51656470210234
