T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	1.090620E+02
1.025000E+03	9.756100E-01	6.369720E+01
1.050000E+03	9.523810E-01	3.723900E+01
1.075000E+03	9.302330E-01	2.174800E+01
1.100000E+03	9.090910E-01	1.279460E+01
1.125000E+03	8.888890E-01	7.753570E+00
1.150000E+03	8.695650E-01	4.913520E+00
1.175000E+03	8.510640E-01	3.263380E+00
1.200000E+03	8.333330E-01	2.236160E+00
1.225000E+03	8.163270E-01	1.579330E+00
1.250000E+03	8.000000E-01	1.142190E+00
1.275000E+03	7.843140E-01	8.250270E-01
1.300000E+03	7.692310E-01	6.352330E-01
1.325000E+03	7.547170E-01	4.736190E-01
1.350000E+03	7.407410E-01	3.537890E-01
1.375000E+03	7.272730E-01	2.687200E-01
1.400000E+03	7.142860E-01	2.067510E-01
1.425000E+03	7.017540E-01	1.605160E-01
1.450000E+03	6.896550E-01	1.343970E-01
1.475000E+03	6.779660E-01	1.120010E-01
1.500000E+03	6.666670E-01	8.981340E-02
1.525000E+03	6.557380E-01	6.911180E-02
1.550000E+03	6.451610E-01	5.871220E-02
1.575000E+03	6.349210E-01	4.297620E-02
1.600000E+03	6.250000E-01	3.655040E-02
1.625000E+03	6.153850E-01	2.536590E-02
1.650000E+03	6.060610E-01	2.584750E-02
1.675000E+03	5.970150E-01	1.938090E-02
1.700000E+03	5.882350E-01	1.762490E-02
