Reactions	Percentage
R938: CH+N2O=NO+HCN	0.0012539893205755325
R904: H2CN+OH=H2O+HCN	0.0015157646333515194
R903: H2CN+O=OH+HCN	0.003659938605386747
R902: H2CN+H=H2+HCN	0.0038792914684557113
R865: TXCH2+N=H+HCN	0.004080515941933186
R879: CH3+NO=H2O+HCN	0.00432350618092699
R878: C2H3+NO=CH2O+HCN	0.004419862990187107
R934: HCN+N2=N2+CN+H	0.004678122153783418
R895: HCN(+M)=CN+H(+M)	0.006777462579138844
R889: CN+H2=H+HCN	-0.012763605247522626
R874: TXCH2+NO=OH+HCN	0.013569723744017468
R864: HCCO+N=CO+HCN	0.014403256974569997
R910: C2H2+NCO=HCN+HCCO	0.017227617433206915
R882: CH4+CN=HCN+CH3	0.0172344202582803
R941: NCN+OH=NO+HCN	0.01860052680869266
R880: C2H6+CN=HCN+C2H5	0.029096236178700705
R907: H2CN=H+HCN	0.03585964392594153
R897: HCN+O=OH+CN	-0.049947985433597714
R877: SXCH2+NO=OH+HCN	0.06910796323107052
R890: HCN+OH=CO+NH2	-0.10200193346844165
R940: NCN+H=N+HCN	0.1253888417428511
R871: CH+NO=O+HCN	0.22768591691633058
R952: C5H5NO=C2H2+CH2CO+HCN	0.3084176297396553
R873: HCCO+NO=CO2+HCN	0.4304247513341849
R972: PYRLYL=HCN+C3H3	0.68518127375276
R891: HCN+OH=H+HNCO	-0.7491700622920058
R896: HCN+OH=H2O+CN	-7.591882800681368
R892: HCN+O=CO+NH	-12.466949995279473
R959: C5H4NO2=CO+CO+C2H3+HCN	27.209021835376358
R894: HCN+O=H+NCO	-49.789445432515485
