Reactions	Percentage
R877: SXCH2+NO=OH+HCN	-0.001365121267217404
R875: CH+NO=H+NCO	-0.0016805217768414038
R920: NCO+NO=CO2+N2	-0.005136950741036949
R873: HCCO+NO=CO2+HCN	-0.005731442715196247
R871: CH+NO=O+HCN	-0.007373208698613346
R793: NH2+NO=H2O+N2	-0.01322970982848776
R794: NH2+NO=OH+NNH	0.013334202597089154
R844: NNH+O=NO+NH	0.01899672667365195
R791: NH2+NO=H2O+N2	0.02353443597862297
R946: NCN+O=NO+CN	0.029138754961887763
R921: NCO+OH=NO+CO+H	0.03364873220024589
R884: CN+O2=CO+NO	0.05944383833993429
R798: HNO+O=OH+NO	0.06701308019580136
R797: HNO+H=H2+NO	0.07246754467293368
R807: HNO=NO+H	0.13605817152501995
R792: NH+NO=OH+N2	0.1445846303445904
R765: NH+O=H+NO	0.2402330962466663
R763: NH+O2=OH+NO	0.337351991255489
R806: HNO+NO=OH+N2O	0.4859474984169983
R795: NH+NO=H+N2O	0.5479369592768771
R800: HNO+OH=H2O+NO	0.8843111111071672
R802: HNO+O2=HO2+NO	0.9074813602508742
R922: NCO+O2=CO2+NO	1.0262816333188045
R755: N+OH=H+NO	2.755451075119044
R857: N2O+O=NO+NO	7.668998982528598
R754: N+O2=O+NO	41.08479564319289
R796: N+NO=O+N2	43.427095741198606
