Reactions	Percentage
R944: NCN+NO=N2O+CN	-0.007045183222179017
R836: NNH+NO=HNO+N2	-0.014065259469395004
R878: C2H3+NO=CH2O+HCN	-0.03523166766019743
R876: CH+NO=OH+CN	-0.8015463090558662
R920: NCO+NO=CO2+N2	-0.8894787243389207
R872: CH3+NO=OH+H2CN	-0.9532211630844395
R879: CH3+NO=H2O+HCN	-0.9788384661931925
R874: TXCH2+NO=OH+HCN	-1.1459073256821746
R793: NH2+NO=H2O+N2	-1.4918862498777696
R877: SXCH2+NO=OH+HCN	-6.003299814448073
R873: HCCO+NO=CO2+HCN	-7.632790094179834
R807: HNO=NO+H	-9.368927745721157
R875: CH+NO=H+NCO	-13.117244920687485
R871: CH+NO=O+HCN	-57.56051433167823
