Reactions	Percentage
R917: NCO+HNO=NO+HNCO	0.0010949118862654261
R878: C2H3+NO=CH2O+HCN	-0.001697112538002934
R872: CH3+NO=OH+H2CN	-0.0027181339615391623
R879: CH3+NO=H2O+HCN	-0.002805832153253893
R905: H2CN+O2=NO+CH2O	0.002992902174402994
R792: NH+NO=OH+N2	-0.0032795621889690862
R876: CH+NO=OH+CN	-0.0060394866734013964
R874: TXCH2+NO=OH+HCN	-0.01062483768130733
R806: HNO+NO=OH+N2O	0.013304851682344705
R941: NCN+OH=NO+HCN	0.019472757693909253
R921: NCO+OH=NO+CO+H	0.024949205082778293
R794: NH2+NO=OH+NNH	-0.058818072564751134
R877: SXCH2+NO=OH+HCN	-0.06989779147307006
R875: CH+NO=H+NCO	-0.09882930968442534
R920: NCO+NO=CO2+N2	-0.1413251362222431
R791: NH2+NO=H2O+N2	-0.16237721468538485
R873: HCCO+NO=CO2+HCN	-0.19031432468210951
R844: NNH+O=NO+NH	0.21778135655901612
R795: NH+NO=H+N2O	0.34045738803096776
R871: CH+NO=O+HCN	-0.43374067093326335
R807: HNO=NO+H	0.9033992446309125
R946: NCN+O=NO+CN	1.2360807648659289
R884: CN+O2=CO+NO	1.4523661131919818
R796: N+NO=O+N2	1.5568321648530197
R797: HNO+H=H2+NO	1.6417427056787066
R755: N+OH=H+NO	2.468506816860603
R798: HNO+O=OH+NO	3.3568938622104785
R754: N+O2=O+NO	3.707226992986359
R800: HNO+OH=H2O+NO	4.976710155311078
R765: NH+O=H+NO	5.5323644957992455
R763: NH+O2=OH+NO	7.149700805165779
R857: N2O+O=NO+NO	8.355026974755155
R922: NCO+O2=CO2+NO	17.169747836685513
R802: HNO+O2=HO2+NO	38.68700971490705
