Reactions	Percentage
R506: HNO+NH=NO+NH2	-0.002606483031179877
R462: NH+NH=N+NH2	-0.0035998931112128456
R463: NH+NH=N2+H2	-0.00473477585589895
R480: NH2+NH=H+N2H2	-0.012485439762866075
R472: NH2(+M)=H+NH(+M)	-0.03164631799126749
R461: NH+N=H+N2	-0.03790019956962722
R459: NH+NH=N2+H+H	-0.04261293722040484
R493: NH+NO=OH+N2	-0.15869376165259433
R496: NH+NO=H+N2O	-0.36715394045691474
R464: NH+O2=OH+NO	-0.5959966931594721
R460: NH+O=OH+N	-1.1348600033432474
R468: NH+O2=O+HNO	-2.495859920058924
R465: NH+OH=H2O+N	-16.574517597864872
R467: NH+OH=H+HNO	-24.730976797514874
R466: NH+O=H+NO	-24.784351343831712
R458: NH+H=H2+N	-29.020786934236565
