Reactions	Percentage
R505: NH2+HNO=NO+NH3	-0.0014835939800169728
R500: HNO+N=NH+NO	-0.0029968955720514837
R482: NH2+O2=OH+HNO	0.003113587500200233
R507: HNO+NO=OH+N2O	0.0032470136949674195
R618: NCO+HNO=NO+HNCO	-0.006149283609392732
R537: NNH+NO=HNO+N2	0.006236207076311232
R510: H2NO+O2=HO2+HNO	0.006536108652700908
R506: HNO+NH=NO+NH2	-0.007792782722305548
R512: H2NO+HO2=H2O2+HNO	0.010218972795222022
R516: H2NO+OH=H2O+HNO	0.019287389615314374
R517: H2NO+H=H2+HNO	0.0400112385307325
R513: H2NO+O=OH+HNO	0.06279121899979132
R532: HONO+H=OH+HNO	0.7892817361755554
R503: HNO+O2=HO2+NO	-1.4055962861677567
R474: NH2+O=H+HNO	2.4129769962817544
R468: NH+O2=O+HNO	3.6670668071538084
R475: NH2+O=H+HNO	5.619332420312876
R499: HNO+O=OH+NO	-5.9115801921158315
R508: HNO=NO+H	6.739104558795382
R501: HNO+OH=H2O+NO	-13.179697542493848
R498: HNO+H=H2+NO	-26.767649314892605
R467: NH+OH=H+HNO	33.336013915314446
