Reactions	Percentage
R476: NH2+NH=N+NH3	-0.00259508985537243
R505: NH2+HNO=NO+NH3	-0.0028298098962886574
R634: HNCO+NH=NCO+NH2	-0.004571893228590246
R473: NH2+NH2=H2+N2H2	-0.00815175411784539
R482: NH2+O2=OH+HNO	-0.01217441579624164
R471: NH2+O2=O+H2NO	-0.036362023198029725
R480: NH2+NH=H+N2H2	-0.042095926311168215
R511: H2NO+H=OH+NH2	-0.06853153358216253
R477: NH2+HO2=O2+NH3	-0.0810320864366511
R469: NH2+HO2=OH+H2NO	-0.11431226156686358
R487: NH3(+M)=H+NH2(+M)	-0.13577348086780036
R495: NH2+NO=OH+NNH	-0.1477207736396179
R478: NH2+N=H+H+N2	-0.215939702219642
R492: NH2+NO=H2O+N2	-0.24766025089536717
R479: NH2+O=OH+NH	-4.139188638126093
R474: NH2+O=H+HNO	-5.7872293611996755
R475: NH2+O=H+HNO	-13.313269908208552
R481: NH2+OH=H2O+NH	-27.1682448079915
R483: NH2+H=H2+NH	-48.47201148670434
