Reactions	Percentage
R849: N2H2+NO=NH2+N2O	-0.0010797422061418686
R808: H2NO+NH2=NH3+HNO	-0.0011345129714231677
R804: NH2+HNO=NO+NH3	-0.001465171284097529
R772: NH2+NH2=H2+N2H2	-0.001688199058901785
R825: NH2+NO2=H2O+N2O	-0.0022621945030162154
R769: NH2+NH2=NH+NH3	-0.0031626345883751027
R933: HNCO+NH=NCO+NH2	-0.0032671425180537633
R822: NH2+NO2=NO+H2NO	-0.008735290780393073
R786: NH3(+M)=H+NH2(+M)	-0.02240085566607354
R794: NH2+NO=OH+NNH	-0.18241158573158556
R791: NH2+NO=H2O+N2	-0.47291041526165317
R781: NH2+O2=OH+HNO	-0.7432930328967249
R782: NH2+H=H2+NH	-0.810099439924979
R776: NH2+HO2=O2+NH3	-1.7964797956064575
R768: NH2+HO2=OH+H2NO	-2.3074307595507313
R770: NH2+O2=O+H2NO	-2.8931245602067697
R780: NH2+OH=H2O+NH	-12.535759545310517
R778: NH2+O=OH+NH	-15.502193806511361
R773: NH2+O=H+HNO	-17.653520704099567
R774: NH2+O=H+HNO	-45.05651616056896
