Reactions	Percentage
R876: CH+NO=OH+CN	-0.11421059992500555
R872: CH3+NO=OH+H2CN	-0.1545591961096512
R879: CH3+NO=H2O+HCN	-0.15575235232137305
R878: C2H3+NO=CH2O+HCN	-0.15922356274097452
R874: TXCH2+NO=OH+HCN	-0.48884315299596903
R792: NH+NO=OH+N2	-0.5245575177904501
R875: CH+NO=H+NCO	-1.8689155431609368
R877: SXCH2+NO=OH+HCN	-2.4895830807093637
R871: CH+NO=O+HCN	-8.202282052147723
R794: NH2+NO=OH+NNH	-12.286788600988487
R873: HCCO+NO=CO2+HCN	-15.505856754266878
R920: NCO+NO=CO2+N2	-26.19431085924337
R791: NH2+NO=H2O+N2	-31.85406385357399
