Reactions	Percentage
R505: NH2+HNO=NO+NH3	-0.004192394061306167
R476: NH2+NH=N+NH3	-0.005176931700095253
R482: NH2+O2=OH+HNO	-0.008798489290882158
R473: NH2+NH2=H2+N2H2	-0.009351339384598435
R634: HNCO+NH=NCO+NH2	-0.009444378797432122
R480: NH2+NH=H+N2H2	-0.07859182769893071
R487: NH3(+M)=H+NH2(+M)	-0.19280629409025216
R477: NH2+HO2=O2+NH3	-0.20883691655586265
R495: NH2+NO=OH+NNH	-0.2236933903325926
R469: NH2+HO2=OH+H2NO	-0.2540205927492276
R492: NH2+NO=H2O+N2	-0.3834997171860527
R478: NH2+N=H+H+N2	-0.48853336258580465
R479: NH2+O=OH+NH	-5.0347270379770155
R474: NH2+O=H+HNO	-6.8186785370781084
R475: NH2+O=H+HNO	-15.87931481573914
R481: NH2+OH=H2O+NH	-17.94341210953737
R483: NH2+H=H2+NH	-52.45606015303981
