Reactions	Percentage
R779: NH2+NH=H+N2H2	-0.0020811787950304993
R804: NH2+HNO=NO+NH3	-0.002947709146502074
R808: H2NO+NH2=NH3+HNO	-0.003104460378875103
R772: NH2+NH2=H2+N2H2	-0.0034692273582834277
R933: HNCO+NH=NCO+NH2	-0.0057869319085426295
R769: NH2+NH2=NH+NH3	-0.0065219284136887835
R825: NH2+NO2=H2O+N2O	-0.006611672798121153
R786: NH3(+M)=H+NH2(+M)	-0.02561060274713167
R822: NH2+NO2=NO+H2NO	-0.02564239912537403
R794: NH2+NO=OH+NNH	-0.2929311011799423
R782: NH2+H=H2+NH	-0.5594880890802082
R791: NH2+NO=H2O+N2	-0.7033278483107773
R781: NH2+O2=OH+HNO	-0.7813133783119727
R770: NH2+O2=O+H2NO	-2.3133718471453344
R776: NH2+HO2=O2+NH3	-3.7753612803188257
R768: NH2+HO2=OH+H2NO	-4.624738557516678
R778: NH2+O=OH+NH	-14.303779383664168
R780: NH2+OH=H2O+NH	-14.636864308886736
R773: NH2+O=H+HNO	-16.29284380297954
R774: NH2+O=H+HNO	-41.63408388909374
