Reactions	Percentage
R888: CH2O+CN=HCN+HCO	0.0021133963963078178
R906: H2CN+OH=H2O+HCN	0.002177836714507675
R989: H+CHCHCN=HCN+C2H2	0.002811692517981066
R904: H2CN+OH=H2O+HCN	0.015600119000483506
R895: HCN(+M)=CN+H(+M)	0.01910653376298096
R865: TXCH2+N=H+HCN	0.020277781420626247
R903: H2CN+O=OH+HCN	0.0251636648320137
R878: C2H3+NO=CH2O+HCN	0.028739527006245647
R902: H2CN+H=H2+HCN	0.04146083790849977
R879: CH3+NO=H2O+HCN	0.050636524315914574
R864: HCCO+N=CO+HCN	0.08806670550194338
R882: CH4+CN=HCN+CH3	0.09957227785293635
R874: TXCH2+NO=OH+HCN	0.10444735645385825
R910: C2H2+NCO=HCN+HCCO	0.19294374490643987
R880: C2H6+CN=HCN+C2H5	0.2832766409792013
R877: SXCH2+NO=OH+HCN	0.3527629635655811
R907: H2CN=H+HCN	0.5175208152170571
R871: CH+NO=O+HCN	1.2348434975741542
R952: C5H5NO=C2H2+CH2CO+HCN	1.7957843120921382
R972: PYRLYL=HCN+C3H3	2.444227737544806
R873: HCCO+NO=CO2+HCN	4.975846428797146
R959: C5H4NO2=CO+CO+C2H3+HCN	87.70128184945493
