Reactions	Percentage
R528: NH+NO2=OH+N2O	-0.0010423324862442393
R519: NH+NO2=NO+HNO	-0.0015034874295283642
R476: NH2+NH=N+NH3	-0.0017542241300008456
R563: NH+N2O=HNO+N2	-0.0023233432578381456
R462: NH+NH=N+NH2	-0.0053386037549928945
R628: HNCO(+M)=NH+CO(+M)	-0.008678519697971865
R463: NH+NH=N2+H2	-0.010411590479867883
R506: HNO+NH=NO+NH2	-0.012452476452917517
R461: NH+N=H+N2	-0.029497878332016468
R480: NH2+NH=H+N2H2	-0.02993645481317264
R472: NH2(+M)=H+NH(+M)	-0.06062565611173833
R545: NNH+O=NO+NH	-0.08722122524374737
R459: NH+NH=N2+H+H	-0.09370415702145739
R493: NH+NO=OH+N2	-0.999266043816957
R460: NH+O=OH+N	-1.5258433159010494
R464: NH+O2=OH+NO	-2.42893225235278
R496: NH+NO=H+N2O	-3.6313816472050444
R468: NH+O2=O+HNO	-5.507912334455364
R465: NH+OH=H2O+N	-11.496375948860576
R458: NH+H=H2+N	-14.381925115847686
R467: NH+OH=H+HNO	-24.838958801154927
R466: NH+O=H+NO	-34.8448794062284
