Reactions	Percentage
R645: NCN+NO=N2O+CN	-0.03346141911534246
R579: C2H3+NO=CH2O+HCN	-0.04797826854731318
R577: CH+NO=OH+CN	-0.13468932841623285
R545: NNH+O=NO+NH	-0.3681902839869244
R575: TXCH2+NO=OH+HCN	-0.6277851544836072
R573: CH3+NO=OH+H2CN	-0.7851132461614893
R580: CH3+NO=H2O+HCN	-0.7882171390134094
R495: NH2+NO=OH+NNH	-0.9349377457604058
R492: NH2+NO=H2O+N2	-1.6302631970184993
R578: SXCH2+NO=OH+HCN	-2.1310214784368084
R576: CH+NO=H+NCO	-2.204091611487002
R493: NH+NO=OH+N2	-4.218239854155579
R621: NCO+NO=CO2+N2	-6.36311314749963
R572: CH+NO=O+HCN	-9.672339683463761
R508: HNO=NO+H	-11.14382858522507
R574: HCCO+NO=CO2+HCN	-11.738999790578768
R496: NH+NO=H+N2O	-15.329289816932251
R497: N+NO=O+N2	-31.847909436464256
