Reactions	Percentage
R550: N2H2+NO=NH2+N2O	-0.0014905155357485384
R523: NH2+NO2=NO+H2NO	-0.0025780123214341082
R470: NH2+NH2=NH+NH3	-0.003339190080138645
R476: NH2+NH=N+NH3	-0.007709257287737095
R473: NH2+NH2=H2+N2H2	-0.011192662576168536
R505: NH2+HNO=NO+NH3	-0.01436083407309242
R482: NH2+O2=OH+HNO	-0.015229023134467104
R634: HNCO+NH=NCO+NH2	-0.032492804975356046
R480: NH2+NH=H+N2H2	-0.13156120047063322
R478: NH2+N=H+H+N2	-0.2428200921835779
R487: NH3(+M)=H+NH2(+M)	-0.27250817912179226
R477: NH2+HO2=O2+NH3	-0.8147226397174053
R469: NH2+HO2=OH+H2NO	-0.9119583214441621
R495: NH2+NO=OH+NNH	-0.9733297824040683
R492: NH2+NO=H2O+N2	-1.6972078943339803
R479: NH2+O=OH+NH	-8.812596296169199
R474: NH2+O=H+HNO	-10.754983800910853
R481: NH2+OH=H2O+NH	-24.537150747473888
R483: NH2+H=H2+NH	-24.78198195686643
R475: NH2+O=H+HNO	-25.978915718162803
