Reactions	Percentage
R844: NNH+O=NO+NH	-0.017932355201611645
R876: CH+NO=OH+CN	-0.0924826490929885
R878: C2H3+NO=CH2O+HCN	-0.1545802113234065
R872: CH3+NO=OH+H2CN	-0.2705295877733872
R879: CH3+NO=H2O+HCN	-0.2723567659180975
R796: N+NO=O+N2	-0.491264779648106
R874: TXCH2+NO=OH+HCN	-0.5617870617460005
R792: NH+NO=OH+N2	-0.7573915778531762
R875: CH+NO=H+NCO	-1.5133577201666666
R877: SXCH2+NO=OH+HCN	-1.897392863953127
R795: NH+NO=H+N2O	-2.9664755850458104
R871: CH+NO=O+HCN	-6.641806205260956
R794: NH2+NO=OH+NNH	-9.566965543463853
R791: NH2+NO=H2O+N2	-22.59828693451093
R920: NCO+NO=CO2+N2	-25.433446223062695
R873: HCCO+NO=CO2+HCN	-26.763397752131603
