Reactions	Percentage
R639: CH+N2O=NO+HCN	0.0013458098750113153
R613: NCO+HCN=CN+HNCO	-0.0019172009380323354
R687: CH2CHCN=HCN+C2H2	0.0019492695976487222
R679: H+CH2CHCN=C2H3+HCN	0.0021161047692033045
R579: C2H3+NO=CH2O+HCN	0.002513734118654454
R680: C2H3+HCN=H+CH2CHCN	-0.003853706098773186
R607: H2CN+OH=H2O+HCN	0.00639613772613093
R673: PYRLYL=HCN+C3H3	0.008643067847838644
R589: CH2O+CN=HCN+HCO	0.010269222138841492
R653: C5H5NO=C2H2+CH2CO+HCN	0.017852054380534763
R635: HCN+N2=N2+CN+H	0.02692585899646955
R642: NCN+OH=NO+HCN	0.037540780930337796
R660: C5H4NO2=CO+CO+C2H3+HCN	0.03977639979110633
R581: C2H6+CN=HCN+C2H5	0.06466257665123328
R598: HCN+O=OH+CN	-0.07639714547796148
R604: H2CN+O=OH+HCN	0.07943651586822568
R596: HCN(+M)=CN+H(+M)	0.08511679401994905
R611: C2H2+NCO=HCN+HCCO	0.09835931693057333
R565: HCCO+N=CO+HCN	0.10849613310402809
R605: H2CN+OH=H2O+HCN	0.1257725776669706
R575: TXCH2+NO=OH+HCN	0.13951511758408963
R566: TXCH2+N=H+HCN	0.1804055728499847
R580: CH3+NO=H2O+HCN	0.23273250323183092
R641: NCN+H=N+HCN	0.35963299637280216
R591: HCN+OH=CO+NH2	-0.4772421530499079
R603: H2CN+H=H2+HCN	0.5034731153503218
R574: HCCO+NO=CO2+HCN	0.5250697206797421
R578: SXCH2+NO=OH+HCN	0.6377264220432851
R583: CH4+CN=HCN+CH3	2.007981463162896
R592: HCN+OH=H+HNCO	-2.2126174857399423
R608: H2CN=H+HCN	2.9766052405899064
R572: CH+NO=O+HCN	5.317132342007882
R590: CN+H2=H+HCN	-11.488116702466064
R593: HCN+O=CO+NH	-12.065830710957934
R597: HCN+OH=H2O+CN	-13.671575338117684
R595: HCN+O=H+NCO	-46.40419609280385
