Reactions	Percentage
R500: HNO+N=NH+NO	-0.0011886804490665011
R505: NH2+HNO=NO+NH3	-0.0013087475549105987
R633: HNCO+O2=CO2+HNO	0.0016906998819348356
R510: H2NO+O2=HO2+HNO	0.0019209098061901565
R537: NNH+NO=HNO+N2	0.0025817600078200235
R618: NCO+HNO=NO+HNCO	-0.0028777951285470656
R506: HNO+NH=NO+NH2	-0.004064337375270472
R482: NH2+O2=OH+HNO	0.005630497273577606
R516: H2NO+OH=H2O+HNO	0.03266518589391994
R513: H2NO+O=OH+HNO	0.03326074856448126
R517: H2NO+H=H2+HNO	0.06934100108551974
R532: HONO+H=OH+HNO	0.2552497975574681
R507: HNO+NO=OH+N2O	0.36835955142073856
R503: HNO+O2=HO2+NO	-1.0902665953683164
R508: HNO=NO+H	2.2694818331661484
R474: NH2+O=H+HNO	2.676512753068804
R499: HNO+O=OH+NO	-3.506888568797088
R468: NH+O2=O+HNO	3.891840704576989
R475: NH2+O=H+HNO	6.157201394724175
R501: HNO+OH=H2O+NO	-17.176483236574395
R498: HNO+H=H2+NO	-23.88621202628303
R467: NH+OH=H+HNO	38.563471207248334
