Reactions	Percentage
R582: HO2+CN=HCN+O2	0.0020303335334764918
R690: H+CHCHCN=HCN+C2H2	0.002996450329127208
R639: CH+N2O=NO+HCN	0.00989693182686723
R687: CH2CHCN=HCN+C2H2	0.014334705576411467
R679: H+CH2CHCN=C2H3+HCN	0.01556159233795014
R579: C2H3+NO=CH2O+HCN	0.01848571307517278
R607: H2CN+OH=H2O+HCN	0.04703646496147101
R673: PYRLYL=HCN+C3H3	0.06356013197207959
R589: CH2O+CN=HCN+HCO	0.07551868455580728
R653: C5H5NO=C2H2+CH2CO+HCN	0.13128196519749386
R635: HCN+N2=N2+CN+H	0.1980096860752031
R642: NCN+OH=NO+HCN	0.27607060736702255
R660: C5H4NO2=CO+CO+C2H3+HCN	0.2925110926589727
R581: C2H6+CN=HCN+C2H5	0.47552118969364215
R604: H2CN+O=OH+HCN	0.5841670481910207
R596: HCN(+M)=CN+H(+M)	0.6259391637543553
R611: C2H2+NCO=HCN+HCCO	0.7233231619666393
R565: HCCO+N=CO+HCN	0.7978681482035127
R605: H2CN+OH=H2O+HCN	0.9249171446664456
R575: TXCH2+NO=OH+HCN	1.0259782107301683
R566: TXCH2+N=H+HCN	1.3266819398752123
R580: CH3+NO=H2O+HCN	1.711488198407091
R641: NCN+H=N+HCN	2.644699904407885
R603: H2CN+H=H2+HCN	3.7024836804981103
R574: HCCO+NO=CO2+HCN	3.8613026449043817
R578: SXCH2+NO=OH+HCN	4.689767136016361
R583: CH4+CN=HCN+CH3	14.76646591731184
R608: H2CN=H+HCN	21.88961434197111
R572: CH+NO=O+HCN	39.101582831557444
