Reactions	Percentage
R927: HNCO(+M)=NH+CO(+M)	-0.0012298967907952557
R818: NH+NO2=NO+HNO	-0.001252371775363299
R779: NH2+NH=H+N2H2	-0.004441441032920726
R771: NH2(+M)=H+NH(+M)	-0.024882868232118417
R792: NH+NO=OH+N2	-0.036259610307459694
R795: NH+NO=H+N2O	-0.14201801531150143
R759: NH+O=OH+N	-0.7372644420855453
R757: NH+H=H2+N	-2.7175135144696108
R764: NH+OH=H2O+N	-3.209321066459267
R766: NH+OH=H+HNO	-9.609252075898459
R765: NH+O=H+NO	-17.96868300220611
R763: NH+O2=OH+NO	-29.440690550820612
R767: NH+O2=O+HNO	-36.10423486899866
