Reactions	Percentage
R582: HO2+CN=HCN+O2	0.0018565863939873854
R690: H+CHCHCN=HCN+C2H2	0.003221524527772728
R687: CH2CHCN=HCN+C2H2	0.006690928804527306
R679: H+CH2CHCN=C2H3+HCN	0.009807716626575048
R579: C2H3+NO=CH2O+HCN	0.016043517916671045
R639: CH+N2O=NO+HCN	0.018654961749045525
R607: H2CN+OH=H2O+HCN	0.03341254206919111
R589: CH2O+CN=HCN+HCO	0.059061411953895894
R673: PYRLYL=HCN+C3H3	0.16451788115992141
R642: NCN+OH=NO+HCN	0.24628131413394755
R581: C2H6+CN=HCN+C2H5	0.270272950374229
R635: HCN+N2=N2+CN+H	0.35903844199028656
R611: C2H2+NCO=HCN+HCCO	0.45366995919686115
R653: C5H5NO=C2H2+CH2CO+HCN	0.47154943534956006
R604: H2CN+O=OH+HCN	0.5635567773809148
R596: HCN(+M)=CN+H(+M)	0.5890372754364135
R605: H2CN+OH=H2O+HCN	0.60269774002355
R575: TXCH2+NO=OH+HCN	0.7571703469834238
R580: CH3+NO=H2O+HCN	0.9014668758109643
R565: HCCO+N=CO+HCN	1.0652051511406337
R566: TXCH2+N=H+HCN	1.7305935994588013
R660: C5H4NO2=CO+CO+C2H3+HCN	2.802923156798487
R574: HCCO+NO=CO2+HCN	2.9695731240623755
R641: NCN+H=N+HCN	3.794877566090578
R603: H2CN+H=H2+HCN	3.9489653180144697
R578: SXCH2+NO=OH+HCN	4.050652330957833
R583: CH4+CN=HCN+CH3	8.98302752078951
R608: H2CN=H+HCN	20.21420939412537
R572: CH+NO=O+HCN	44.91125126978335
