Reactions	Percentage
R500: HNO+N=NH+NO	0.0013866706266041238
R507: HNO+NO=OH+N2O	0.0015024008700811992
R618: NCO+HNO=NO+HNCO	0.00284528798244579
R639: CH+N2O=NO+HCN	0.0035171148546926903
R506: HNO+NH=NO+NH2	0.003605738885700348
R457: N+O(+M)=NO(+M)	0.0060248567459540185
R606: H2CN+O2=NO+CH2O	0.019216706246749198
R545: NNH+O=NO+NH	0.021307084787207137
R494: NH2+NO=H2O+N2	0.04267681630964545
R642: NCN+OH=NO+HCN	0.046432669229035675
R622: NCO+OH=NO+CO+H	0.09525265126149551
R623: NCO+O2=CO2+NO	0.3127038519422823
R558: N2O+O=NO+NO	0.33451667309016087
R464: NH+O2=OH+NO	0.5456409198677767
R503: HNO+O2=HO2+NO	0.6503727060327442
R585: CN+O2=CO+NO	1.0607803967434553
R647: NCN+O=NO+CN	1.1286900954634205
R499: HNO+O=OH+NO	2.7353020524536857
R501: HNO+OH=H2O+NO	6.098277037124873
R455: N+O2=O+NO	11.344164304073088
R498: HNO+H=H2+NO	12.385454266193536
R466: NH+O=H+NO	26.778494195067935
R456: N+OH=H+NO	36.380527691642904
