Reactions	Percentage
R944: NCN+NO=N2O+CN	-0.005327650391672866
R836: NNH+NO=HNO+N2	-0.018261628587122162
R878: C2H3+NO=CH2O+HCN	-0.05188377370966586
R792: NH+NO=OH+N2	-0.13829449652996256
R872: CH3+NO=OH+H2CN	-0.36810036127953144
R879: CH3+NO=H2O+HCN	-0.37777477537717247
R794: NH2+NO=OH+NNH	-0.40023123110447106
R876: CH+NO=OH+CN	-0.6494010144234228
R874: TXCH2+NO=OH+HCN	-0.7067955206331644
R791: NH2+NO=H2O+N2	-1.8481403805992045
R920: NCO+NO=CO2+N2	-2.5090715540598816
R877: SXCH2+NO=OH+HCN	-4.273449226157008
R873: HCCO+NO=CO2+HCN	-6.354622090348329
R875: CH+NO=H+NCO	-10.626804714613607
R807: HNO=NO+H	-25.033941100334705
R871: CH+NO=O+HCN	-46.63786490589832
