Reactions	Percentage
R777: NH2+N=H+H+N2	-0.0013430368963351727
R775: NH2+NH=N+NH3	0.0019549036248890663
R756: N+O(+M)=NO(+M)	-0.0035458004142186732
R865: TXCH2+N=H+HCN	-0.014639705679631186
R864: HCCO+N=CO+HCN	-0.09154956405333195
R796: N+NO=O+N2	-0.09897861190274548
R866: CH3+N=H+H2CN	-0.22943071644419033
R886: CN+O=N+CO	2.3728225845056587
R913: NCO(+M)=CO+N(+M)	2.906174642045788
R759: NH+O=OH+N	5.958879941444295
R755: N+OH=H+NO	-11.595792729027835
R757: NH+H=H2+N	12.916683962377078
R764: NH+OH=H2O+N	21.91796676964273
R754: N+O2=O+NO	-41.889272460498105
