Reactions	Percentage
R902: H2CN+H=H2+HCN	0.00123464786224006
R895: HCN(+M)=CN+H(+M)	0.001237823352954333
R903: H2CN+O=OH+HCN	0.0013389943163857631
R878: C2H3+NO=CH2O+HCN	0.003911444832367198
R864: HCCO+N=CO+HCN	0.005216550175269993
R879: CH3+NO=H2O+HCN	0.0056969139968062795
R882: CH4+CN=HCN+CH3	0.005900979395645515
R874: TXCH2+NO=OH+HCN	0.008033481892068614
R907: H2CN=H+HCN	0.015039823996556472
R880: C2H6+CN=HCN+C2H5	0.022127476589486977
R877: SXCH2+NO=OH+HCN	0.02316959240101698
R910: C2H2+NCO=HCN+HCCO	0.034899479503865516
R897: HCN+O=OH+CN	-0.04750429966114988
R871: CH+NO=O+HCN	0.05540281210071692
R889: CN+H2=H+HCN	-0.06940036663296689
R890: HCN+OH=CO+NH2	-0.1253636784535491
R952: C5H5NO=C2H2+CH2CO+HCN	0.34046416361284454
R873: HCCO+NO=CO2+HCN	0.5653787076949693
R972: PYRLYL=HCN+C3H3	0.7457265200420768
R891: HCN+OH=H+HNCO	-0.928918957458067
R896: HCN+OH=H2O+CN	-9.60766909893231
R892: HCN+O=CO+NH	-11.738483122067015
R959: C5H4NO2=CO+CO+C2H3+HCN	28.72584752445862
R894: HCN+O=H+NCO	-46.91917281571828
